GAME_ID,TEAMS,LOCATION,W/L,FINAL_MARGIN,DEFENSIVE_RATING,PLAYER_NAME,PLAYER_ID,POINTS
21400664,"JAN 25, 2015 - TOR vs. DET",H,W,4,99.5,jonas valanciunas,202685,18
21400641,"JAN 23, 2015 - TOR @ PHI",A,W,5,101,jonas valanciunas,202685,6
21400630,"JAN 21, 2015 - TOR @ MEM",A,L,-6,95.1,jonas valanciunas,202685,8
21400619,"JAN 19, 2015 - TOR @ MIL",A,W,3,97.4,jonas valanciunas,202685,10
21400608,"JAN 18, 2015 - TOR vs. NOP",H,L,-2,98.6,jonas valanciunas,202685,4
21400592,"JAN 16, 2015 - TOR vs. ATL",H,L,-21,97.1,jonas valanciunas,202685,2
21400578,"JAN 14, 2015 - TOR vs. PHI",H,W,16,101,jonas valanciunas,202685,8
21400565,"JAN 12, 2015 - TOR vs. DET",H,L,-3,99.5,jonas valanciunas,202685,28
21400553,"JAN 10, 2015 - TOR vs. BOS",H,W,13,101.2,jonas valanciunas,202685,14
21400535,"JAN 08, 2015 - TOR vs. CHA",H,L,-8,97.3,jonas valanciunas,202685,6
21400507,"JAN 04, 2015 - TOR @ PHX",A,L,-16,103.3,jonas valanciunas,202685,18
21400493,"JAN 02, 2015 - TOR @ GSW",A,L,-21,99.9,jonas valanciunas,202685,6
21400473,"DEC 30, 2014 - TOR @ POR",A,L,-5,98.6,jonas valanciunas,202685,14
21400457,"DEC 28, 2014 - TOR @ DEN",A,W,14,105,jonas valanciunas,202685,4
21400443,"DEC 27, 2014 - TOR @ LAC",A,W,12,100.1,jonas valanciunas,202685,16
21400410,"DEC 22, 2014 - TOR @ CHI",A,L,-9,97.8,jonas valanciunas,202685,16
21400400,"DEC 21, 2014 - TOR vs. NYK",H,W,10,101.2,jonas valanciunas,202685,4
21400387,"DEC 19, 2014 - TOR @ DET",A,W,10,99.5,jonas valanciunas,202685,12
21400374,"DEC 17, 2014 - TOR vs. BKN",H,W,16,100.9,jonas valanciunas,202685,12
21400359,"DEC 15, 2014 - TOR vs. ORL",H,W,13,101.4,jonas valanciunas,202685,4
21400353,"DEC 14, 2014 - TOR @ NYK",A,W,5,101.2,jonas valanciunas,202685,6
21400333,"DEC 12, 2014 - TOR vs. IND",H,W,12,97,jonas valanciunas,202685,6
21400308,"DEC 09, 2014 - TOR @ CLE",A,L,-4,98.7,jonas valanciunas,202685,12
21400304,"DEC 08, 2014 - TOR vs. DEN",H,W,5,105,jonas valanciunas,202685,16
21400281,"DEC 05, 2014 - TOR vs. CLE",H,L,-14,98.7,jonas valanciunas,202685,6
21400271,"DEC 03, 2014 - TOR @ UTA",A,W,19,94.9,jonas valanciunas,202685,8
21400261,"DEC 02, 2014 - TOR @ SAC",A,W,8,105,jonas valanciunas,202685,6
21400248,"NOV 30, 2014 - TOR @ LAL",A,L,-7,105.3,jonas valanciunas,202685,8
21400227,"NOV 28, 2014 - TOR vs. DAL",H,L,-4,102.3,jonas valanciunas,202685,4
21400215,"NOV 26, 2014 - TOR @ ATL",A,W,11,97.1,jonas valanciunas,202685,8
21400201,"NOV 24, 2014 - TOR vs. PHX",H,W,4,103.3,jonas valanciunas,202685,20
21400186,"NOV 22, 2014 - TOR @ CLE",A,W,17,98.7,jonas valanciunas,202685,8
21400175,"NOV 21, 2014 - TOR vs. MIL",H,W,42,97.4,jonas valanciunas,202685,12
21400166,"NOV 19, 2014 - TOR vs. MEM",H,W,4,95.1,jonas valanciunas,202685,8
21400134,"NOV 15, 2014 - TOR vs. UTA",H,W,18,94.9,jonas valanciunas,202685,14
21400119,"NOV 13, 2014 - TOR vs. CHI",H,L,-7,97.8,jonas valanciunas,202685,8
21400103,"NOV 11, 2014 - TOR vs. ORL",H,W,4,101.4,jonas valanciunas,202685,2
21400093,"NOV 09, 2014 - TOR vs. PHI",H,W,32,101,jonas valanciunas,202685,8
21400077,"NOV 07, 2014 - TOR vs. WAS",H,W,19,97.8,jonas valanciunas,202685,6
21400052,"NOV 04, 2014 - TOR vs. OKC",H,W,12,101.8,jonas valanciunas,202685,4
21400040,"NOV 02, 2014 - TOR @ MIA",A,L,-5,97.3,jonas valanciunas,202685,12
21400029,"NOV 01, 2014 - TOR @ ORL",A,W,13,101.4,jonas valanciunas,202685,4
21400008,"OCT 29, 2014 - TOR vs. ATL",H,W,7,97.1,jonas valanciunas,202685,8
21400900,"MAR 04, 2015 - TOR vs. CLE",H,L,-8,98.7,patrick patterson,202335,0
21400885,"MAR 02, 2015 - TOR @ PHI",A,W,11,101,patrick patterson,202335,14
21400872,"FEB 28, 2015 - TOR @ NYK",A,L,-5,101.2,patrick patterson,202335,10
21400861,"FEB 27, 2015 - TOR vs. GSW",H,L,-24,99.9,patrick patterson,202335,4
21400841,"FEB 24, 2015 - TOR @ DAL",A,L,-7,102.3,patrick patterson,202335,12
21400819,"FEB 21, 2015 - TOR @ HOU",A,L,-22,100.5,patrick patterson,202335,5
21400805,"FEB 20, 2015 - TOR @ ATL",A,W,25,97.1,patrick patterson,202335,7
21400791,"FEB 11, 2015 - TOR vs. WAS",H,W,2,97.8,patrick patterson,202335,2
21400772,"FEB 08, 2015 - TOR vs. SAS",H,W,5,97,patrick patterson,202335,7
21400752,"FEB 06, 2015 - TOR vs. LAC",H,W,16,100.1,patrick patterson,202335,11
21400734,"FEB 04, 2015 - TOR vs. BKN",H,L,-16,100.9,patrick patterson,202335,11
21400721,"FEB 02, 2015 - TOR vs. MIL",H,L,-7,97.4,patrick patterson,202335,7
21400707,"JAN 31, 2015 - TOR @ WAS",A,W,4,97.8,patrick patterson,202335,13
21400699,"JAN 30, 2015 - TOR @ BKN",A,W,5,100.9,patrick patterson,202335,12
21400684,"JAN 28, 2015 - TOR vs. SAC",H,W,17,105,patrick patterson,202335,11
21400675,"JAN 27, 2015 - TOR @ IND",A,W,13,97,patrick patterson,202335,10
21400664,"JAN 25, 2015 - TOR vs. DET",H,W,4,99.5,patrick patterson,202335,4
21400641,"JAN 23, 2015 - TOR @ PHI",A,W,5,101,patrick patterson,202335,14
21400630,"JAN 21, 2015 - TOR @ MEM",A,L,-6,95.1,patrick patterson,202335,5
21400619,"JAN 19, 2015 - TOR @ MIL",A,W,3,97.4,patrick patterson,202335,6
21400608,"JAN 18, 2015 - TOR vs. NOP",H,L,-2,98.6,patrick patterson,202335,8
21400592,"JAN 16, 2015 - TOR vs. ATL",H,L,-21,97.1,patrick patterson,202335,0
21400578,"JAN 14, 2015 - TOR vs. PHI",H,W,16,101,patrick patterson,202335,6
21400565,"JAN 12, 2015 - TOR vs. DET",H,L,-3,99.5,patrick patterson,202335,2
21400553,"JAN 10, 2015 - TOR vs. BOS",H,W,13,101.2,patrick patterson,202335,10
21400535,"JAN 08, 2015 - TOR vs. CHA",H,L,-8,97.3,patrick patterson,202335,7
21400507,"JAN 04, 2015 - TOR @ PHX",A,L,-16,103.3,patrick patterson,202335,6
21400493,"JAN 02, 2015 - TOR @ GSW",A,L,-21,99.9,patrick patterson,202335,2
21400473,"DEC 30, 2014 - TOR @ POR",A,L,-5,98.6,patrick patterson,202335,4
21400457,"DEC 28, 2014 - TOR @ DEN",A,W,14,105,patrick patterson,202335,6
21400443,"DEC 27, 2014 - TOR @ LAC",A,W,12,100.1,patrick patterson,202335,10
21400410,"DEC 22, 2014 - TOR @ CHI",A,L,-9,97.8,patrick patterson,202335,10
21400400,"DEC 21, 2014 - TOR vs. NYK",H,W,10,101.2,patrick patterson,202335,5
21400387,"DEC 19, 2014 - TOR @ DET",A,W,10,99.5,patrick patterson,202335,11
21400374,"DEC 17, 2014 - TOR vs. BKN",H,W,16,100.9,patrick patterson,202335,13
21400359,"DEC 15, 2014 - TOR vs. ORL",H,W,13,101.4,patrick patterson,202335,10
21400353,"DEC 14, 2014 - TOR @ NYK",A,W,5,101.2,patrick patterson,202335,13
21400333,"DEC 12, 2014 - TOR vs. IND",H,W,12,97,patrick patterson,202335,7
21400308,"DEC 09, 2014 - TOR @ CLE",A,L,-4,98.7,patrick patterson,202335,12
21400304,"DEC 08, 2014 - TOR vs. DEN",H,W,5,105,patrick patterson,202335,19
21400281,"DEC 05, 2014 - TOR vs. CLE",H,L,-14,98.7,patrick patterson,202335,5
21400271,"DEC 03, 2014 - TOR @ UTA",A,W,19,94.9,patrick patterson,202335,13
21400261,"DEC 02, 2014 - TOR @ SAC",A,W,8,105,patrick patterson,202335,12
21400248,"NOV 30, 2014 - TOR @ LAL",A,L,-7,105.3,patrick patterson,202335,6
21400227,"NOV 28, 2014 - TOR vs. DAL",H,L,-4,102.3,patrick patterson,202335,10
21400215,"NOV 26, 2014 - TOR @ ATL",A,W,11,97.1,patrick patterson,202335,3
21400186,"NOV 22, 2014 - TOR @ CLE",A,W,17,98.7,patrick patterson,202335,3
21400175,"NOV 21, 2014 - TOR vs. MIL",H,W,42,97.4,patrick patterson,202335,2
21400166,"NOV 19, 2014 - TOR vs. MEM",H,W,4,95.1,patrick patterson,202335,5
21400134,"NOV 15, 2014 - TOR vs. UTA",H,W,18,94.9,patrick patterson,202335,16
21400119,"NOV 13, 2014 - TOR vs. CHI",H,L,-7,97.8,patrick patterson,202335,3
21400103,"NOV 11, 2014 - TOR vs. ORL",H,W,4,101.4,patrick patterson,202335,11
21400093,"NOV 09, 2014 - TOR vs. PHI",H,W,32,101,patrick patterson,202335,2
21400077,"NOV 07, 2014 - TOR vs. WAS",H,W,19,97.8,patrick patterson,202335,5
21400059,"NOV 05, 2014 - TOR @ BOS",A,W,3,101.2,patrick patterson,202335,14
21400052,"NOV 04, 2014 - TOR vs. OKC",H,W,12,101.8,patrick patterson,202335,12
21400040,"NOV 02, 2014 - TOR @ MIA",A,L,-5,97.3,patrick patterson,202335,0
21400029,"NOV 01, 2014 - TOR @ ORL",A,W,13,101.4,patrick patterson,202335,2
21400008,"OCT 29, 2014 - TOR vs. ATL",H,W,7,97.1,patrick patterson,202335,10
21400889,"MAR 02, 2015 - DAL vs. NOP",H,W,9,98.6,mnta ellis,101145,16
21400874,"FEB 28, 2015 - DAL vs. BKN",H,L,-10,100.9,mnta ellis,101145,9
21400843,"FEB 25, 2015 - DAL @ ATL",A,L,-17,97.1,mnta ellis,101145,19
21400841,"FEB 24, 2015 - DAL vs. TOR",H,W,7,100.9,mnta ellis,101145,17
21400827,"FEB 22, 2015 - DAL vs. CHA",H,W,11,97.3,mnta ellis,101145,18
21400810,"FEB 20, 2015 - DAL vs. HOU",H,W,11,100.5,mnta ellis,101145,10
21400801,"FEB 19, 2015 - DAL @ OKC",A,L,-15,101.8,mnta ellis,101145,5
21400797,"FEB 11, 2015 - DAL vs. UTA",H,W,5,94.9,mnta ellis,101145,3
21400781,"FEB 09, 2015 - DAL vs. LAC",H,L,-17,100.1,mnta ellis,101145,0
21400762,"FEB 07, 2015 - DAL vs. POR",H,W,10,98.6,mnta ellis,101145,20
21400744,"FEB 05, 2015 - DAL @ SAC",A,W,23,105,mnta ellis,101145,21
21400741,"FEB 04, 2015 - DAL @ GSW",A,L,-14,99.9,mnta ellis,101145,14
21400724,"FEB 02, 2015 - DAL vs. MIN",H,W,6,106.5,mnta ellis,101145,17
21400706,"JAN 31, 2015 - DAL @ ORL",A,W,15,101.4,mnta ellis,101145,23
21400702,"JAN 30, 2015 - DAL @ MIA",A,W,21,97.3,mnta ellis,101145,9
21400685,"JAN 28, 2015 - DAL @ HOU",A,L,-5,100.5,mnta ellis,101145,29
21400678,"JAN 27, 2015 - DAL vs. MEM",H,L,-19,95.1,mnta ellis,101145,17
21400660,"JAN 25, 2015 - DAL @ NOP",A,L,-3,98.6,mnta ellis,101145,36
21400646,"JAN 23, 2015 - DAL vs. CHI",H,L,-4,97.8,mnta ellis,101145,14
21400631,"JAN 21, 2015 - DAL @ MIN",A,W,23,106.5,mnta ellis,101145,6
21400616,"JAN 19, 2015 - DAL @ MEM",A,W,8,95.1,mnta ellis,101145,21
21400594,"JAN 16, 2015 - DAL vs. DEN",H,W,8,105,mnta ellis,101145,13
21400581,"JAN 14, 2015 - DAL @ DEN",A,L,-7,105,mnta ellis,101145,2
21400572,"JAN 13, 2015 - DAL @ SAC",A,W,4,105,mnta ellis,101145,24
21400550,"JAN 10, 2015 - DAL @ LAC",A,L,-20,100.1,mnta ellis,101145,22
21400529,"JAN 07, 2015 - DAL vs. DET",H,L,-13,99.5,mnta ellis,101145,12
21400511,"JAN 05, 2015 - DAL @ BKN",A,W,8,100.9,mnta ellis,101145,13
21400503,"JAN 04, 2015 - DAL @ CLE",A,W,19,98.7,mnta ellis,101145,17
21400486,"JAN 02, 2015 - DAL @ BOS",A,W,18,101.2,mnta ellis,101145,18
21400470,"DEC 30, 2014 - DAL vs. WAS",H,W,27,97.8,mnta ellis,101145,17
21400455,"DEC 28, 2014 - DAL vs. OKC",H,W,5,101.8,mnta ellis,101145,13
21400439,"DEC 26, 2014 - DAL vs. LAL",H,W,4,105.3,mnta ellis,101145,12
21400425,"DEC 23, 2014 - DAL @ PHX",A,L,-9,103.3,mnta ellis,101145,11
21400413,"DEC 22, 2014 - DAL vs. ATL",H,L,-3,97.1,mnta ellis,101145,17
21400397,"DEC 20, 2014 - DAL vs. SAS",H,W,6,97,mnta ellis,101145,35
21400372,"DEC 17, 2014 - DAL @ DET",A,W,11,99.5,mnta ellis,101145,23
21400367,"DEC 16, 2014 - DAL @ NYK",A,W,20,101.2,mnta ellis,101145,12
21400340,"DEC 13, 2014 - DAL vs. GSW",H,L,-7,99.9,mnta ellis,101145,18
21400323,"DEC 10, 2014 - DAL vs. NOP",H,W,5,98.6,mnta ellis,101145,24
21400310,"DEC 09, 2014 - DAL @ MEM",A,L,-9,95.1,mnta ellis,101145,2
21400298,"DEC 07, 2014 - DAL vs. MIL",H,W,23,97.4,mnta ellis,101145,15
21400284,"DEC 05, 2014 - DAL vs. PHX",H,L,-12,103.3,mnta ellis,101145,30
21400269,"DEC 03, 2014 - DAL @ MIL",A,W,2,97.4,mnta ellis,101145,22
21400257,"DEC 02, 2014 - DAL @ CHI",A,W,3,97.8,mnta ellis,101145,33
21400235,"NOV 29, 2014 - DAL @ PHI",A,W,7,101,mnta ellis,101145,12
21400227,"NOV 28, 2014 - DAL @ TOR",A,W,4,100.9,mnta ellis,101145,27
21400214,"NOV 26, 2014 - DAL vs. NYK",H,W,7,101.2,mnta ellis,101145,6
21400203,"NOV 24, 2014 - DAL vs. IND",H,L,-11,97,mnta ellis,101145,19
21400188,"NOV 22, 2014 - DAL @ HOU",A,L,-3,100.5,mnta ellis,101145,15
21400180,"NOV 21, 2014 - DAL vs. LAL",H,W,34,105.3,mnta ellis,101145,17
21400163,"NOV 19, 2014 - DAL @ WAS",A,W,3,97.8,mnta ellis,101145,22
21400146,"NOV 17, 2014 - DAL @ CHA",A,W,27,97.3,mnta ellis,101145,14
21400137,"NOV 15, 2014 - DAL vs. MIN",H,W,14,106.5,mnta ellis,101145,25
21400120,"NOV 13, 2014 - DAL vs. PHI",H,W,53,101,mnta ellis,101145,16
21400106,"NOV 11, 2014 - DAL vs. SAC",H,W,8,105,mnta ellis,101145,15
21400094,"NOV 09, 2014 - DAL vs. MIA",H,L,-9,97.3,mnta ellis,101145,18
21400080,"NOV 07, 2014 - DAL @ UTA",A,W,23,94.9,mnta ellis,101145,10
21400070,"NOV 06, 2014 - DAL @ POR",A,L,-21,98.6,mnta ellis,101145,12
21400046,"NOV 03, 2014 - DAL vs. BOS",H,W,5,101.2,mnta ellis,101145,12
21400027,"NOV 01, 2014 - DAL @ NOP",A,W,5,98.6,mnta ellis,101145,14
21400019,"OCT 30, 2014 - DAL vs. UTA",H,W,18,94.9,mnta ellis,101145,12
21400002,"OCT 28, 2014 - DAL @ SAS",A,L,-1,97,mnta ellis,101145,23
21400841,"FEB 24, 2015 - DAL vs. TOR",H,W,7,100.9,tyson chandler,2199,4
21400827,"FEB 22, 2015 - DAL vs. CHA",H,W,11,97.3,tyson chandler,2199,12
21400810,"FEB 20, 2015 - DAL vs. HOU",H,W,11,100.5,tyson chandler,2199,10
21400801,"FEB 19, 2015 - DAL @ OKC",A,L,-15,101.8,tyson chandler,2199,8
21400762,"FEB 07, 2015 - DAL vs. POR",H,W,10,98.6,tyson chandler,2199,10
21400744,"FEB 05, 2015 - DAL @ SAC",A,W,23,105,tyson chandler,2199,14
21400741,"FEB 04, 2015 - DAL @ GSW",A,L,-14,99.9,tyson chandler,2199,16
21400724,"FEB 02, 2015 - DAL vs. MIN",H,W,6,106.5,tyson chandler,2199,4
21400706,"JAN 31, 2015 - DAL @ ORL",A,W,15,101.4,tyson chandler,2199,18
21400702,"JAN 30, 2015 - DAL @ MIA",A,W,21,97.3,tyson chandler,2199,10
21400685,"JAN 28, 2015 - DAL @ HOU",A,L,-5,100.5,tyson chandler,2199,8
21400678,"JAN 27, 2015 - DAL vs. MEM",H,L,-19,95.1,tyson chandler,2199,8
21400660,"JAN 25, 2015 - DAL @ NOP",A,L,-3,98.6,tyson chandler,2199,2
21400646,"JAN 23, 2015 - DAL vs. CHI",H,L,-4,97.8,tyson chandler,2199,6
21400631,"JAN 21, 2015 - DAL @ MIN",A,W,23,106.5,tyson chandler,2199,6
21400616,"JAN 19, 2015 - DAL @ MEM",A,W,8,95.1,tyson chandler,2199,6
21400594,"JAN 16, 2015 - DAL vs. DEN",H,W,8,105,tyson chandler,2199,8
21400572,"JAN 13, 2015 - DAL @ SAC",A,W,4,105,tyson chandler,2199,12
21400550,"JAN 10, 2015 - DAL @ LAC",A,L,-20,100.1,tyson chandler,2199,4
21400529,"JAN 07, 2015 - DAL vs. DET",H,L,-13,99.5,tyson chandler,2199,8
21400511,"JAN 05, 2015 - DAL @ BKN",A,W,8,100.9,tyson chandler,2199,12
21400503,"JAN 04, 2015 - DAL @ CLE",A,W,19,98.7,tyson chandler,2199,12
21400486,"JAN 02, 2015 - DAL @ BOS",A,W,18,101.2,tyson chandler,2199,4
21400470,"DEC 30, 2014 - DAL vs. WAS",H,W,27,97.8,tyson chandler,2199,2
21400439,"DEC 26, 2014 - DAL vs. LAL",H,W,4,105.3,tyson chandler,2199,10
21400425,"DEC 23, 2014 - DAL @ PHX",A,L,-9,103.3,tyson chandler,2199,12
21400413,"DEC 22, 2014 - DAL vs. ATL",H,L,-3,97.1,tyson chandler,2199,6
21400397,"DEC 20, 2014 - DAL vs. SAS",H,W,6,97,tyson chandler,2199,2
21400372,"DEC 17, 2014 - DAL @ DET",A,W,11,99.5,tyson chandler,2199,10
21400367,"DEC 16, 2014 - DAL @ NYK",A,W,20,101.2,tyson chandler,2199,8
21400340,"DEC 13, 2014 - DAL vs. GSW",H,L,-7,99.9,tyson chandler,2199,6
21400323,"DEC 10, 2014 - DAL vs. NOP",H,W,5,98.6,tyson chandler,2199,8
21400310,"DEC 09, 2014 - DAL @ MEM",A,L,-9,95.1,tyson chandler,2199,0
21400298,"DEC 07, 2014 - DAL vs. MIL",H,W,23,97.4,tyson chandler,2199,4
21400284,"DEC 05, 2014 - DAL vs. PHX",H,L,-12,103.3,tyson chandler,2199,12
21400269,"DEC 03, 2014 - DAL @ MIL",A,W,2,97.4,tyson chandler,2199,14
21400257,"DEC 02, 2014 - DAL @ CHI",A,W,3,97.8,tyson chandler,2199,2
21400235,"NOV 29, 2014 - DAL @ PHI",A,W,7,101,tyson chandler,2199,14
21400227,"NOV 28, 2014 - DAL @ TOR",A,W,4,100.9,tyson chandler,2199,10
21400214,"NOV 26, 2014 - DAL vs. NYK",H,W,7,101.2,tyson chandler,2199,14
21400203,"NOV 24, 2014 - DAL vs. IND",H,L,-11,97,tyson chandler,2199,4
21400188,"NOV 22, 2014 - DAL @ HOU",A,L,-3,100.5,tyson chandler,2199,10
21400180,"NOV 21, 2014 - DAL vs. LAL",H,W,34,105.3,tyson chandler,2199,2
21400163,"NOV 19, 2014 - DAL @ WAS",A,W,3,97.8,tyson chandler,2199,4
21400146,"NOV 17, 2014 - DAL @ CHA",A,W,27,97.3,tyson chandler,2199,14
21400137,"NOV 15, 2014 - DAL vs. MIN",H,W,14,106.5,tyson chandler,2199,10
21400120,"NOV 13, 2014 - DAL vs. PHI",H,W,53,101,tyson chandler,2199,6
21400106,"NOV 11, 2014 - DAL vs. SAC",H,W,8,105,tyson chandler,2199,10
21400094,"NOV 09, 2014 - DAL vs. MIA",H,L,-9,97.3,tyson chandler,2199,14
21400080,"NOV 07, 2014 - DAL @ UTA",A,W,23,94.9,tyson chandler,2199,12
21400070,"NOV 06, 2014 - DAL @ POR",A,L,-21,98.6,tyson chandler,2199,0
21400046,"NOV 03, 2014 - DAL vs. BOS",H,W,5,101.2,tyson chandler,2199,10
21400027,"NOV 01, 2014 - DAL @ NOP",A,W,5,98.6,tyson chandler,2199,10
21400019,"OCT 30, 2014 - DAL vs. UTA",H,W,18,94.9,tyson chandler,2199,10
21400002,"OCT 28, 2014 - DAL @ SAS",A,L,-1,97,tyson chandler,2199,8
21400889,"MAR 02, 2015 - DAL vs. NOP",H,W,9,98.6,jose juan barea,200826,2
21400874,"FEB 28, 2015 - DAL vs. BKN",H,L,-10,100.9,jose juan barea,200826,6
21400843,"FEB 25, 2015 - DAL @ ATL",A,L,-17,97.1,jose juan barea,200826,13
21400841,"FEB 24, 2015 - DAL vs. TOR",H,W,7,100.9,jose juan barea,200826,13
21400827,"FEB 22, 2015 - DAL vs. CHA",H,W,11,97.3,jose juan barea,200826,6
21400810,"FEB 20, 2015 - DAL vs. HOU",H,W,11,100.5,jose juan barea,200826,0
21400801,"FEB 19, 2015 - DAL @ OKC",A,L,-15,101.8,jose juan barea,200826,7
21400797,"FEB 11, 2015 - DAL vs. UTA",H,W,5,94.9,jose juan barea,200826,20
21400781,"FEB 09, 2015 - DAL vs. LAC",H,L,-17,100.1,jose juan barea,200826,13
21400762,"FEB 07, 2015 - DAL vs. POR",H,W,10,98.6,jose juan barea,200826,5
21400744,"FEB 05, 2015 - DAL @ SAC",A,W,23,105,jose juan barea,200826,15
21400741,"FEB 04, 2015 - DAL @ GSW",A,L,-14,99.9,jose juan barea,200826,8
21400724,"FEB 02, 2015 - DAL vs. MIN",H,W,6,106.5,jose juan barea,200826,8
21400706,"JAN 31, 2015 - DAL @ ORL",A,W,15,101.4,jose juan barea,200826,9
21400702,"JAN 30, 2015 - DAL @ MIA",A,W,21,97.3,jose juan barea,200826,5
21400685,"JAN 28, 2015 - DAL @ HOU",A,L,-5,100.5,jose juan barea,200826,2
21400678,"JAN 27, 2015 - DAL vs. MEM",H,L,-19,95.1,jose juan barea,200826,5
21400660,"JAN 25, 2015 - DAL @ NOP",A,L,-3,98.6,jose juan barea,200826,2
21400646,"JAN 23, 2015 - DAL vs. CHI",H,L,-4,97.8,jose juan barea,200826,9
21400631,"JAN 21, 2015 - DAL @ MIN",A,W,23,106.5,jose juan barea,200826,4
21400616,"JAN 19, 2015 - DAL @ MEM",A,W,8,95.1,jose juan barea,200826,0
21400594,"JAN 16, 2015 - DAL vs. DEN",H,W,8,105,jose juan barea,200826,9
21400581,"JAN 14, 2015 - DAL @ DEN",A,L,-7,105,jose juan barea,200826,13
21400572,"JAN 13, 2015 - DAL @ SAC",A,W,4,105,jose juan barea,200826,2
21400550,"JAN 10, 2015 - DAL @ LAC",A,L,-20,100.1,jose juan barea,200826,4
21400529,"JAN 07, 2015 - DAL vs. DET",H,L,-13,99.5,jose juan barea,200826,2
21400511,"JAN 05, 2015 - DAL @ BKN",A,W,8,100.9,jose juan barea,200826,8
21400503,"JAN 04, 2015 - DAL @ CLE",A,W,19,98.7,jose juan barea,200826,14
21400486,"JAN 02, 2015 - DAL @ BOS",A,W,18,101.2,jose juan barea,200826,2
21400470,"DEC 30, 2014 - DAL vs. WAS",H,W,27,97.8,jose juan barea,200826,5
21400455,"DEC 28, 2014 - DAL vs. OKC",H,W,5,101.8,jose juan barea,200826,7
21400439,"DEC 26, 2014 - DAL vs. LAL",H,W,4,105.3,jose juan barea,200826,0
21400425,"DEC 23, 2014 - DAL @ PHX",A,L,-9,103.3,jose juan barea,200826,8
21400413,"DEC 22, 2014 - DAL vs. ATL",H,L,-3,97.1,jose juan barea,200826,5
21400397,"DEC 20, 2014 - DAL vs. SAS",H,W,6,97,jose juan barea,200826,0
21400372,"DEC 17, 2014 - DAL @ DET",A,W,11,99.5,jose juan barea,200826,3
21400367,"DEC 16, 2014 - DAL @ NYK",A,W,20,101.2,jose juan barea,200826,10
21400340,"DEC 13, 2014 - DAL vs. GSW",H,L,-7,99.9,jose juan barea,200826,4
21400323,"DEC 10, 2014 - DAL vs. NOP",H,W,5,98.6,jose juan barea,200826,2
21400310,"DEC 09, 2014 - DAL @ MEM",A,L,-9,95.1,jose juan barea,200826,17
21400298,"DEC 07, 2014 - DAL vs. MIL",H,W,23,97.4,jose juan barea,200826,9
21400284,"DEC 05, 2014 - DAL vs. PHX",H,L,-12,103.3,jose juan barea,200826,4
21400269,"DEC 03, 2014 - DAL @ MIL",A,W,2,97.4,jose juan barea,200826,3
21400257,"DEC 02, 2014 - DAL @ CHI",A,W,3,97.8,jose juan barea,200826,11
21400235,"NOV 29, 2014 - DAL @ PHI",A,W,7,101,jose juan barea,200826,4
21400227,"NOV 28, 2014 - DAL @ TOR",A,W,4,100.9,jose juan barea,200826,5
21400214,"NOV 26, 2014 - DAL vs. NYK",H,W,7,101.2,jose juan barea,200826,7
21400203,"NOV 24, 2014 - DAL vs. IND",H,L,-11,97,jose juan barea,200826,4
21400188,"NOV 22, 2014 - DAL @ HOU",A,L,-3,100.5,jose juan barea,200826,6
21400180,"NOV 21, 2014 - DAL vs. LAL",H,W,34,105.3,jose juan barea,200826,15
21400163,"NOV 19, 2014 - DAL @ WAS",A,W,3,97.8,jose juan barea,200826,9
21400146,"NOV 17, 2014 - DAL @ CHA",A,W,27,97.3,jose juan barea,200826,8
21400137,"NOV 15, 2014 - DAL vs. MIN",H,W,14,106.5,jose juan barea,200826,8
21400120,"NOV 13, 2014 - DAL vs. PHI",H,W,53,101,jose juan barea,200826,6
21400106,"NOV 11, 2014 - DAL vs. SAC",H,W,8,105,jose juan barea,200826,3
21400094,"NOV 09, 2014 - DAL vs. MIA",H,L,-9,97.3,jose juan barea,200826,3
21400080,"NOV 07, 2014 - DAL @ UTA",A,W,23,94.9,jose juan barea,200826,8
21400070,"NOV 06, 2014 - DAL @ POR",A,L,-21,98.6,jose juan barea,200826,6
21400046,"NOV 03, 2014 - DAL vs. BOS",H,W,5,101.2,jose juan barea,200826,7
21400027,"NOV 01, 2014 - DAL @ NOP",A,W,5,98.6,jose juan barea,200826,8
21400019,"OCT 30, 2014 - DAL vs. UTA",H,W,18,94.9,jose juan barea,200826,4
21400889,"MAR 02, 2015 - DAL vs. NOP",H,W,9,98.6,devin harris,2734,6
21400874,"FEB 28, 2015 - DAL vs. BKN",H,L,-10,100.9,devin harris,2734,12
21400843,"FEB 25, 2015 - DAL @ ATL",A,L,-17,97.1,devin harris,2734,4
21400841,"FEB 24, 2015 - DAL vs. TOR",H,W,7,100.9,devin harris,2734,11
21400827,"FEB 22, 2015 - DAL vs. CHA",H,W,11,97.3,devin harris,2734,3
21400810,"FEB 20, 2015 - DAL vs. HOU",H,W,11,100.5,devin harris,2734,17
21400801,"FEB 19, 2015 - DAL @ OKC",A,L,-15,101.8,devin harris,2734,11
21400797,"FEB 11, 2015 - DAL vs. UTA",H,W,5,94.9,devin harris,2734,5
21400781,"FEB 09, 2015 - DAL vs. LAC",H,L,-17,100.1,devin harris,2734,2
21400762,"FEB 07, 2015 - DAL vs. POR",H,W,10,98.6,devin harris,2734,14
21400744,"FEB 05, 2015 - DAL @ SAC",A,W,23,105,devin harris,2734,11
21400741,"FEB 04, 2015 - DAL @ GSW",A,L,-14,99.9,devin harris,2734,6
