GAME_ID,TEAMS,LOCATION,W/L,FINAL_MARGIN,DEFENSIVE_RATING,PLAYER_NAME,PLAYER_ID,POINTS
21400827,"FEB 22, 2015 - CHA @ DAL",A,L,-11,102.3,al jefferson,2744,8
21400816,"FEB 21, 2015 - CHA vs. OKC",H,L,-7,101.8,al jefferson,2744,19
21400783,"FEB 10, 2015 - CHA vs. DET",H,L,-28,99.5,al jefferson,2744,12
21400768,"FEB 08, 2015 - CHA vs. IND",H,L,-1,97,al jefferson,2744,26
21400761,"FEB 07, 2015 - CHA @ PHI",A,L,-8,101,al jefferson,2744,18
21400742,"FEB 05, 2015 - CHA vs. WAS",H,W,7,97.8,al jefferson,2744,6
21400719,"FEB 02, 2015 - CHA @ WAS",A,W,4,97.8,al jefferson,2744,18
21400713,"JAN 31, 2015 - CHA @ DEN",A,W,18,105,al jefferson,2744,14
21400689,"JAN 28, 2015 - CHA @ SAS",A,L,-9,97,al jefferson,2744,16
21400652,"JAN 24, 2015 - CHA vs. NYK",H,W,5,101.2,al jefferson,2744,8
21400643,"JAN 23, 2015 - CHA @ CLE",A,L,-39,98.7,al jefferson,2744,20
21400625,"JAN 21, 2015 - CHA vs. MIA",H,W,2,97.3,al jefferson,2744,12
21400611,"JAN 19, 2015 - CHA vs. MIN",H,W,25,106.5,al jefferson,2744,8
21400459,"DEC 29, 2014 - CHA vs. MIL",H,L,-10,97.4,al jefferson,2744,6
21400444,"DEC 27, 2014 - CHA vs. ORL",H,L,-8,101.4,al jefferson,2744,14
21400438,"DEC 26, 2014 - CHA @ OKC",A,L,-23,101.8,al jefferson,2744,4
21400423,"DEC 23, 2014 - CHA @ MIL",A,W,7,97.4,al jefferson,2744,12
21400409,"DEC 22, 2014 - CHA vs. DEN",H,W,28,105,al jefferson,2744,20
21400395,"DEC 20, 2014 - CHA vs. UTA",H,W,18,94.9,al jefferson,2744,16
21400384,"DEC 19, 2014 - CHA @ PHI",A,W,18,101,al jefferson,2744,18
21400369,"DEC 17, 2014 - CHA vs. PHX",H,L,-5,103.3,al jefferson,2744,26
21400355,"DEC 15, 2014 - CHA @ CLE",A,L,-9,98.7,al jefferson,2744,14
21400341,"DEC 13, 2014 - CHA vs. BKN",H,L,-27,100.9,al jefferson,2744,8
21400334,"DEC 12, 2014 - CHA @ MEM",A,L,-6,95.1,al jefferson,2744,14
21400316,"DEC 10, 2014 - CHA vs. BOS",H,W,9,101.2,al jefferson,2744,18
21400276,"DEC 05, 2014 - CHA vs. NYK",H,W,1,101.2,al jefferson,2744,14
21400263,"DEC 03, 2014 - CHA vs. CHI",H,L,-7,97.8,al jefferson,2744,10
21400237,"NOV 29, 2014 - CHA @ ATL",A,L,-30,97.1,al jefferson,2744,8
21400224,"NOV 28, 2014 - CHA vs. GSW",H,L,-5,99.9,al jefferson,2744,16
21400210,"NOV 26, 2014 - CHA vs. POR",H,L,-8,98.6,al jefferson,2744,18
21400198,"NOV 24, 2014 - CHA vs. LAC",H,L,-21,100.1,al jefferson,2744,14
21400195,"NOV 23, 2014 - CHA @ MIA",A,L,-1,97.3,al jefferson,2744,18
21400172,"NOV 21, 2014 - CHA vs. ORL",H,L,-5,101.4,al jefferson,2744,22
21400160,"NOV 19, 2014 - CHA @ IND",A,L,-2,97,al jefferson,2744,24
21400146,"NOV 17, 2014 - CHA vs. DAL",H,L,-27,102.3,al jefferson,2744,6
21400140,"NOV 15, 2014 - CHA @ GSW",A,L,-25,99.9,al jefferson,2744,16
21400130,"NOV 14, 2014 - CHA @ PHX",A,W,8,103.3,al jefferson,2744,14
21400107,"NOV 11, 2014 - CHA @ POR",A,L,-2,98.6,al jefferson,2744,18
21400097,"NOV 09, 2014 - CHA @ LAL",A,L,-15,105.3,al jefferson,2744,20
21400071,"NOV 07, 2014 - CHA vs. ATL",H,W,3,97.1,al jefferson,2744,30
21400057,"NOV 05, 2014 - CHA vs. MIA",H,W,7,97.3,al jefferson,2744,26
21400054,"NOV 04, 2014 - CHA @ NOP",A,L,-9,98.6,al jefferson,2744,16
21400041,"NOV 02, 2014 - CHA @ NYK",A,L,-3,101.2,al jefferson,2744,18
21400028,"NOV 01, 2014 - CHA vs. MEM",H,L,-2,95.1,al jefferson,2744,16
21400004,"OCT 29, 2014 - CHA vs. MIL",H,W,2,97.4,al jefferson,2744,12
21400899,"MAR 04, 2015 - CHA @ BKN",A,W,24,100.9,cody zeller,203469,10
21400890,"MAR 03, 2015 - CHA vs. LAL",H,W,1,105.3,cody zeller,203469,8
21400882,"MAR 01, 2015 - CHA @ ORL",A,W,15,101.4,cody zeller,203469,14
21400859,"FEB 27, 2015 - CHA @ BOS",A,L,-8,101.2,cody zeller,203469,8
21400845,"FEB 25, 2015 - CHA @ CHI",A,W,12,97.8,cody zeller,203469,4
21400827,"FEB 22, 2015 - CHA @ DAL",A,L,-11,102.3,cody zeller,203469,0
21400816,"FEB 21, 2015 - CHA vs. OKC",H,L,-7,101.8,cody zeller,203469,10
21400783,"FEB 10, 2015 - CHA vs. DET",H,L,-28,99.5,cody zeller,203469,6
21400768,"FEB 08, 2015 - CHA vs. IND",H,L,-1,97,cody zeller,203469,2
21400761,"FEB 07, 2015 - CHA @ PHI",A,L,-8,101,cody zeller,203469,2
21400742,"FEB 05, 2015 - CHA vs. WAS",H,W,7,97.8,cody zeller,203469,0
21400719,"FEB 02, 2015 - CHA @ WAS",A,W,4,97.8,cody zeller,203469,2
21400713,"JAN 31, 2015 - CHA @ DEN",A,W,18,105,cody zeller,203469,20
21400689,"JAN 28, 2015 - CHA @ SAS",A,L,-9,97,cody zeller,203469,7
21400652,"JAN 24, 2015 - CHA vs. NYK",H,W,5,101.2,cody zeller,203469,4
21400643,"JAN 23, 2015 - CHA @ CLE",A,L,-39,98.7,cody zeller,203469,4
21400625,"JAN 21, 2015 - CHA vs. MIA",H,W,2,97.3,cody zeller,203469,2
21400611,"JAN 19, 2015 - CHA vs. MIN",H,W,25,106.5,cody zeller,203469,2
21400600,"JAN 17, 2015 - CHA vs. IND",H,W,9,97,cody zeller,203469,6
21400574,"JAN 14, 2015 - CHA vs. SAS",H,L,-5,97,cody zeller,203469,8
21400549,"JAN 10, 2015 - CHA @ NYK",A,W,28,101.2,cody zeller,203469,0
21400522,"JAN 07, 2015 - CHA vs. NOP",H,W,4,98.6,cody zeller,203469,8
21400510,"JAN 05, 2015 - CHA @ BOS",A,W,9,101.2,cody zeller,203469,16
21400495,"JAN 03, 2015 - CHA @ ORL",A,W,8,101.4,cody zeller,203469,6
21400484,"JAN 02, 2015 - CHA vs. CLE",H,L,-4,98.7,cody zeller,203469,8
21400478,"DEC 31, 2014 - CHA @ HOU",A,L,-19,100.5,cody zeller,203469,6
21400459,"DEC 29, 2014 - CHA vs. MIL",H,L,-10,97.4,cody zeller,203469,4
21400444,"DEC 27, 2014 - CHA vs. ORL",H,L,-8,101.4,cody zeller,203469,2
21400438,"DEC 26, 2014 - CHA @ OKC",A,L,-23,101.8,cody zeller,203469,8
21400423,"DEC 23, 2014 - CHA @ MIL",A,W,7,97.4,cody zeller,203469,2
21400409,"DEC 22, 2014 - CHA vs. DEN",H,W,28,105,cody zeller,203469,8
21400395,"DEC 20, 2014 - CHA vs. UTA",H,W,18,94.9,cody zeller,203469,6
21400384,"DEC 19, 2014 - CHA @ PHI",A,W,18,101,cody zeller,203469,2
21400369,"DEC 17, 2014 - CHA vs. PHX",H,L,-5,103.3,cody zeller,203469,4
21400355,"DEC 15, 2014 - CHA @ CLE",A,L,-9,98.7,cody zeller,203469,2
21400341,"DEC 13, 2014 - CHA vs. BKN",H,L,-27,100.9,cody zeller,203469,0
21400334,"DEC 12, 2014 - CHA @ MEM",A,L,-6,95.1,cody zeller,203469,4
21400316,"DEC 10, 2014 - CHA vs. BOS",H,W,9,101.2,cody zeller,203469,6
21400276,"DEC 05, 2014 - CHA vs. NYK",H,W,1,101.2,cody zeller,203469,4
21400263,"DEC 03, 2014 - CHA vs. CHI",H,L,-7,97.8,cody zeller,203469,10
21400237,"NOV 29, 2014 - CHA @ ATL",A,L,-30,97.1,cody zeller,203469,0
21400224,"NOV 28, 2014 - CHA vs. GSW",H,L,-5,99.9,cody zeller,203469,8
21400210,"NOV 26, 2014 - CHA vs. POR",H,L,-8,98.6,cody zeller,203469,8
21400198,"NOV 24, 2014 - CHA vs. LAC",H,L,-21,100.1,cody zeller,203469,10
21400195,"NOV 23, 2014 - CHA @ MIA",A,L,-1,97.3,cody zeller,203469,8
21400172,"NOV 21, 2014 - CHA vs. ORL",H,L,-5,101.4,cody zeller,203469,2
21400160,"NOV 19, 2014 - CHA @ IND",A,L,-2,97,cody zeller,203469,6
21400146,"NOV 17, 2014 - CHA vs. DAL",H,L,-27,102.3,cody zeller,203469,4
21400140,"NOV 15, 2014 - CHA @ GSW",A,L,-25,99.9,cody zeller,203469,2
21400130,"NOV 14, 2014 - CHA @ PHX",A,W,8,103.3,cody zeller,203469,6
21400107,"NOV 11, 2014 - CHA @ POR",A,L,-2,98.6,cody zeller,203469,4
21400097,"NOV 09, 2014 - CHA @ LAL",A,L,-15,105.3,cody zeller,203469,4
21400071,"NOV 07, 2014 - CHA vs. ATL",H,W,3,97.1,cody zeller,203469,10
21400057,"NOV 05, 2014 - CHA vs. MIA",H,W,7,97.3,cody zeller,203469,8
21400054,"NOV 04, 2014 - CHA @ NOP",A,L,-9,98.6,cody zeller,203469,8
21400041,"NOV 02, 2014 - CHA @ NYK",A,L,-3,101.2,cody zeller,203469,6
21400028,"NOV 01, 2014 - CHA vs. MEM",H,L,-2,95.1,cody zeller,203469,6
21400004,"OCT 29, 2014 - CHA vs. MIL",H,W,2,97.4,cody zeller,203469,6
21400902,"MAR 04, 2015 - MIN vs. DEN",H,L,-15,105,gary neal,202390,13
21400888,"MAR 02, 2015 - MIN vs. LAC",H,L,-5,100.1,gary neal,202390,14
21400873,"FEB 28, 2015 - MIN vs. MEM",H,L,-4,95.1,gary neal,202390,11
21400862,"FEB 27, 2015 - MIN @ CHI",A,L,-7,97.8,gary neal,202390,8
21400848,"FEB 25, 2015 - MIN vs. WAS",H,W,20,97.8,gary neal,202390,5
21400808,"FEB 20, 2015 - MIN vs. PHX",H,W,2,103.3,gary neal,202390,6
21400768,"FEB 08, 2015 - CHA vs. IND",H,L,-1,97,gary neal,202390,11
21400761,"FEB 07, 2015 - CHA @ PHI",A,L,-8,101,gary neal,202390,0
21400742,"FEB 05, 2015 - CHA vs. WAS",H,W,7,97.8,gary neal,202390,6
21400719,"FEB 02, 2015 - CHA @ WAS",A,W,4,97.8,gary neal,202390,12
21400713,"JAN 31, 2015 - CHA @ DEN",A,W,18,105,gary neal,202390,6
21400689,"JAN 28, 2015 - CHA @ SAS",A,L,-9,97,gary neal,202390,10
21400652,"JAN 24, 2015 - CHA vs. NYK",H,W,5,101.2,gary neal,202390,0
21400643,"JAN 23, 2015 - CHA @ CLE",A,L,-39,98.7,gary neal,202390,2
21400625,"JAN 21, 2015 - CHA vs. MIA",H,W,2,97.3,gary neal,202390,2
21400611,"JAN 19, 2015 - CHA vs. MIN",H,W,25,106.5,gary neal,202390,12
21400600,"JAN 17, 2015 - CHA vs. IND",H,W,9,97,gary neal,202390,8
21400535,"JAN 08, 2015 - CHA @ TOR",A,W,8,100.9,gary neal,202390,0
21400522,"JAN 07, 2015 - CHA vs. NOP",H,W,4,98.6,gary neal,202390,5
21400510,"JAN 05, 2015 - CHA @ BOS",A,W,9,101.2,gary neal,202390,5
21400495,"JAN 03, 2015 - CHA @ ORL",A,W,8,101.4,gary neal,202390,10
21400484,"JAN 02, 2015 - CHA vs. CLE",H,L,-4,98.7,gary neal,202390,11
21400478,"DEC 31, 2014 - CHA @ HOU",A,L,-19,100.5,gary neal,202390,6
21400459,"DEC 29, 2014 - CHA vs. MIL",H,L,-10,97.4,gary neal,202390,4
21400444,"DEC 27, 2014 - CHA vs. ORL",H,L,-8,101.4,gary neal,202390,7
21400438,"DEC 26, 2014 - CHA @ OKC",A,L,-23,101.8,gary neal,202390,2
21400423,"DEC 23, 2014 - CHA @ MIL",A,W,7,97.4,gary neal,202390,0
21400409,"DEC 22, 2014 - CHA vs. DEN",H,W,28,105,gary neal,202390,13
21400395,"DEC 20, 2014 - CHA vs. UTA",H,W,18,94.9,gary neal,202390,8
21400384,"DEC 19, 2014 - CHA @ PHI",A,W,18,101,gary neal,202390,10
21400369,"DEC 17, 2014 - CHA vs. PHX",H,L,-5,103.3,gary neal,202390,13
21400355,"DEC 15, 2014 - CHA @ CLE",A,L,-9,98.7,gary neal,202390,7
21400341,"DEC 13, 2014 - CHA vs. BKN",H,L,-27,100.9,gary neal,202390,9
21400334,"DEC 12, 2014 - CHA @ MEM",A,L,-6,95.1,gary neal,202390,17
21400316,"DEC 10, 2014 - CHA vs. BOS",H,W,9,101.2,gary neal,202390,2
21400276,"DEC 05, 2014 - CHA vs. NYK",H,W,1,101.2,gary neal,202390,10
21400198,"NOV 24, 2014 - CHA vs. LAC",H,L,-21,100.1,gary neal,202390,4
21400195,"NOV 23, 2014 - CHA @ MIA",A,L,-1,97.3,gary neal,202390,12
21400172,"NOV 21, 2014 - CHA vs. ORL",H,L,-5,101.4,gary neal,202390,13
21400140,"NOV 15, 2014 - CHA @ GSW",A,L,-25,99.9,gary neal,202390,2
21400130,"NOV 14, 2014 - CHA @ PHX",A,W,8,103.3,gary neal,202390,10
21400107,"NOV 11, 2014 - CHA @ POR",A,L,-2,98.6,gary neal,202390,6
21400097,"NOV 09, 2014 - CHA @ LAL",A,L,-15,105.3,gary neal,202390,8
21400071,"NOV 07, 2014 - CHA vs. ATL",H,W,3,97.1,gary neal,202390,15
21400057,"NOV 05, 2014 - CHA vs. MIA",H,W,7,97.3,gary neal,202390,3
21400054,"NOV 04, 2014 - CHA @ NOP",A,L,-9,98.6,gary neal,202390,20
21400041,"NOV 02, 2014 - CHA @ NYK",A,L,-3,101.2,gary neal,202390,13
21400028,"NOV 01, 2014 - CHA vs. MEM",H,L,-2,95.1,gary neal,202390,9
21400004,"OCT 29, 2014 - CHA vs. MIL",H,W,2,97.4,gary neal,202390,4
21400899,"MAR 04, 2015 - CHA @ BKN",A,W,24,100.9,gerald henderson,201945,15
21400890,"MAR 03, 2015 - CHA vs. LAL",H,W,1,105.3,gerald henderson,201945,18
21400882,"MAR 01, 2015 - CHA @ ORL",A,W,15,101.4,gerald henderson,201945,16
21400859,"FEB 27, 2015 - CHA @ BOS",A,L,-8,101.2,gerald henderson,201945,14
21400845,"FEB 25, 2015 - CHA @ CHI",A,W,12,97.8,gerald henderson,201945,6
21400827,"FEB 22, 2015 - CHA @ DAL",A,L,-11,102.3,gerald henderson,201945,2
21400816,"FEB 21, 2015 - CHA vs. OKC",H,L,-7,101.8,gerald henderson,201945,4
21400783,"FEB 10, 2015 - CHA vs. DET",H,L,-28,99.5,gerald henderson,201945,12
21400768,"FEB 08, 2015 - CHA vs. IND",H,L,-1,97,gerald henderson,201945,4
21400761,"FEB 07, 2015 - CHA @ PHI",A,L,-8,101,gerald henderson,201945,12
21400742,"FEB 05, 2015 - CHA vs. WAS",H,W,7,97.8,gerald henderson,201945,20
21400719,"FEB 02, 2015 - CHA @ WAS",A,W,4,97.8,gerald henderson,201945,13
21400713,"JAN 31, 2015 - CHA @ DEN",A,W,18,105,gerald henderson,201945,8
21400689,"JAN 28, 2015 - CHA @ SAS",A,L,-9,97,gerald henderson,201945,13
21400652,"JAN 24, 2015 - CHA vs. NYK",H,W,5,101.2,gerald henderson,201945,10
21400643,"JAN 23, 2015 - CHA @ CLE",A,L,-39,98.7,gerald henderson,201945,4
21400625,"JAN 21, 2015 - CHA vs. MIA",H,W,2,97.3,gerald henderson,201945,9
21400611,"JAN 19, 2015 - CHA vs. MIN",H,W,25,106.5,gerald henderson,201945,13
21400600,"JAN 17, 2015 - CHA vs. IND",H,W,9,97,gerald henderson,201945,12
21400574,"JAN 14, 2015 - CHA vs. SAS",H,L,-5,97,gerald henderson,201945,8
21400549,"JAN 10, 2015 - CHA @ NYK",A,W,28,101.2,gerald henderson,201945,8
21400535,"JAN 08, 2015 - CHA @ TOR",A,W,8,100.9,gerald henderson,201945,26
21400522,"JAN 07, 2015 - CHA vs. NOP",H,W,4,98.6,gerald henderson,201945,14
21400510,"JAN 05, 2015 - CHA @ BOS",A,W,9,101.2,gerald henderson,201945,8
21400495,"JAN 03, 2015 - CHA @ ORL",A,W,8,101.4,gerald henderson,201945,8
21400484,"JAN 02, 2015 - CHA vs. CLE",H,L,-4,98.7,gerald henderson,201945,12
21400478,"DEC 31, 2014 - CHA @ HOU",A,L,-19,100.5,gerald henderson,201945,14
21400459,"DEC 29, 2014 - CHA vs. MIL",H,L,-10,97.4,gerald henderson,201945,15
21400444,"DEC 27, 2014 - CHA vs. ORL",H,L,-8,101.4,gerald henderson,201945,7
21400438,"DEC 26, 2014 - CHA @ OKC",A,L,-23,101.8,gerald henderson,201945,2
21400423,"DEC 23, 2014 - CHA @ MIL",A,W,7,97.4,gerald henderson,201945,13
21400409,"DEC 22, 2014 - CHA vs. DEN",H,W,28,105,gerald henderson,201945,4
