GAME_ID,LOCATION,W/L,DEFENSIVE_RATING,PLAYER_NAME,PLAYER_ID,POINTS,TEAM,OPPOSING_TEAM
21400888,H,L,100.1,gary neal,202390,14,MIN,LAC
21400873,H,L,95.1,gary neal,202390,11,MIN,MEM
21400862,A,L,97.8,gary neal,202390,8,MIN,CHI
21400848,H,W,97.8,gary neal,202390,5,MIN,WAS
21400808,H,W,103.3,gary neal,202390,6,MIN,PHX
21400768,H,L,97.0,gary neal,202390,11,CHA,IND
21400761,A,L,101.0,gary neal,202390,0,CHA,PHI
21400742,H,W,97.8,gary neal,202390,6,CHA,WAS
21400719,A,W,97.8,gary neal,202390,12,CHA,WAS
21400713,A,W,105.0,gary neal,202390,6,CHA,DEN
21400689,A,L,97.0,gary neal,202390,10,CHA,SAS
21400652,H,W,101.2,gary neal,202390,0,CHA,NYK
21400643,A,L,98.7,gary neal,202390,2,CHA,CLE
21400625,H,W,97.3,gary neal,202390,2,CHA,MIA
21400611,H,W,106.5,gary neal,202390,12,CHA,MIN
21400600,H,W,97.0,gary neal,202390,8,CHA,IND
21400535,A,W,100.9,gary neal,202390,0,CHA,TOR
21400522,H,W,98.6,gary neal,202390,5,CHA,NOP
21400510,A,W,101.2,gary neal,202390,5,CHA,BOS
21400495,A,W,101.4,gary neal,202390,10,CHA,ORL
21400484,H,L,98.7,gary neal,202390,11,CHA,CLE
21400478,A,L,100.5,gary neal,202390,6,CHA,HOU
21400459,H,L,97.4,gary neal,202390,4,CHA,MIL
21400444,H,L,101.4,gary neal,202390,7,CHA,ORL
21400438,A,L,101.8,gary neal,202390,2,CHA,OKC
21400423,A,W,97.4,gary neal,202390,0,CHA,MIL
21400409,H,W,105.0,gary neal,202390,13,CHA,DEN
21400395,H,W,94.9,gary neal,202390,8,CHA,UTA
21400384,A,W,101.0,gary neal,202390,10,CHA,PHI
21400369,H,L,103.3,gary neal,202390,13,CHA,PHX
21400355,A,L,98.7,gary neal,202390,7,CHA,CLE
21400341,H,L,100.9,gary neal,202390,9,CHA,BKN
21400334,A,L,95.1,gary neal,202390,17,CHA,MEM
21400316,H,W,101.2,gary neal,202390,2,CHA,BOS
21400276,H,W,101.2,gary neal,202390,10,CHA,NYK
21400198,H,L,100.1,gary neal,202390,4,CHA,LAC
21400195,A,L,97.3,gary neal,202390,12,CHA,MIA
21400172,H,L,101.4,gary neal,202390,13,CHA,ORL
21400140,A,L,99.9,gary neal,202390,2,CHA,GSW
21400130,A,W,103.3,gary neal,202390,10,CHA,PHX
21400107,A,L,98.6,gary neal,202390,6,CHA,POR
21400097,A,L,105.3,gary neal,202390,8,CHA,LAL
21400071,H,W,97.1,gary neal,202390,15,CHA,ATL
21400057,H,W,97.3,gary neal,202390,3,CHA,MIA
21400054,A,L,98.6,gary neal,202390,20,CHA,NOP
21400041,A,L,101.2,gary neal,202390,13,CHA,NYK
21400028,H,L,95.1,gary neal,202390,9,CHA,MEM
21400004,H,W,97.4,gary neal,202390,4,CHA,MIL
21400899,A,W,100.9,gerald henderson,201945,15,CHA,BKN
21400890,H,W,105.3,gerald henderson,201945,18,CHA,LAL
21400882,A,W,101.4,gerald henderson,201945,16,CHA,ORL
21400859,A,L,101.2,gerald henderson,201945,14,CHA,BOS
21400845,A,W,97.8,gerald henderson,201945,6,CHA,CHI
21400827,A,L,102.3,gerald henderson,201945,2,CHA,DAL
21400816,H,L,101.8,gerald henderson,201945,4,CHA,OKC
21400783,H,L,99.5,gerald henderson,201945,12,CHA,DET
21400768,H,L,97.0,gerald henderson,201945,4,CHA,IND
21400761,A,L,101.0,gerald henderson,201945,12,CHA,PHI
21400742,H,W,97.8,gerald henderson,201945,20,CHA,WAS
21400719,A,W,97.8,gerald henderson,201945,13,CHA,WAS
21400713,A,W,105.0,gerald henderson,201945,8,CHA,DEN
21400689,A,L,97.0,gerald henderson,201945,13,CHA,SAS
21400652,H,W,101.2,gerald henderson,201945,10,CHA,NYK
21400643,A,L,98.7,gerald henderson,201945,4,CHA,CLE
21400625,H,W,97.3,gerald henderson,201945,9,CHA,MIA
21400611,H,W,106.5,gerald henderson,201945,13,CHA,MIN
21400600,H,W,97.0,gerald henderson,201945,12,CHA,IND
21400574,H,L,97.0,gerald henderson,201945,8,CHA,SAS
21400549,A,W,101.2,gerald henderson,201945,8,CHA,NYK
21400535,A,W,100.9,gerald henderson,201945,26,CHA,TOR
21400522,H,W,98.6,gerald henderson,201945,14,CHA,NOP
21400510,A,W,101.2,gerald henderson,201945,8,CHA,BOS
21400495,A,W,101.4,gerald henderson,201945,8,CHA,ORL
21400484,H,L,98.7,gerald henderson,201945,12,CHA,CLE
21400478,A,L,100.5,gerald henderson,201945,14,CHA,HOU
21400459,H,L,97.4,gerald henderson,201945,15,CHA,MIL
21400444,H,L,101.4,gerald henderson,201945,7,CHA,ORL
21400438,A,L,101.8,gerald henderson,201945,2,CHA,OKC
21400423,A,W,97.4,gerald henderson,201945,13,CHA,MIL
21400409,H,W,105.0,gerald henderson,201945,4,CHA,DEN
21400395,H,W,94.9,gerald henderson,201945,17,CHA,UTA
21400384,A,W,101.0,gerald henderson,201945,11,CHA,PHI
21400369,H,L,103.3,gerald henderson,201945,4,CHA,PHX
